Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Public transportation (excluding taxicab): Bus: 35 to 44 minutes,B08534_078,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_078,2014,2010,tract
Public transportation (excluding taxicab): Bus: 45 to 59 minutes,B08534_079,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_079,2014,2010,tract
Public transportation (excluding taxicab): Bus: 60 or more minutes,B08534_080,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_080,2014,2010,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): Total",B08534_081,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_081,2014,2010,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): Less than 10 minutes",B08534_082,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_082,2014,2010,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): 10 to 14 minutes",B08534_083,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_083,2014,2010,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): 15 to 19 minutes",B08534_084,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_084,2014,2010,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): 20 to 24 minutes",B08534_085,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_085,2014,2010,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): 25 to 29 minutes",B08534_086,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_086,2014,2010,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): 30 to 34 minutes",B08534_087,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_087,2014,2010,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): 35 to 44 minutes",B08534_088,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_088,2014,2010,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): 45 to 59 minutes",B08534_089,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_089,2014,2010,tract
"Public transportation (excluding taxicab): Subway or elevated rail or Light rail, streetcar or trolley (carro público in Puerto Rico): 60 or more minutes",B08534_090,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_090,2014,2010,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: Total,B08534_091,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_091,2014,2010,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: Less than 10 minutes,B08534_092,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_092,2014,2010,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: 10 to 14 minutes,B08534_093,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_093,2014,2010,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: 15 to 19 minutes,B08534_094,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_094,2014,2010,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: 20 to 24 minutes,B08534_095,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_095,2014,2010,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: 25 to 29 minutes,B08534_096,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_096,2014,2010,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: 30 to 34 minutes,B08534_097,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_097,2014,2010,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: 35 to 44 minutes,B08534_098,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_098,2014,2010,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: 45 to 59 minutes,B08534_099,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_099,2014,2010,tract
Public transportation (excluding taxicab): Long-distance train or commuter rail or Ferryboat: 60 or more minutes,B08534_100,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_100,2014,2010,tract
Walked: Total,B08534_101,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_101,2014,2010,tract
Walked: Less than 10 minutes,B08534_102,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_102,2014,2010,tract
Walked: 10 to 14 minutes,B08534_103,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_103,2014,2010,tract
Walked: 15 to 19 minutes,B08534_104,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_104,2014,2010,tract
Walked: 20 to 24 minutes,B08534_105,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_105,2014,2010,tract
Walked: 25 to 29 minutes,B08534_106,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_106,2014,2010,tract
Walked: 30 to 34 minutes,B08534_107,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_107,2014,2010,tract
Walked: 35 to 44 minutes,B08534_108,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_108,2014,2010,tract
Walked: 45 to 59 minutes,B08534_109,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_109,2014,2010,tract
Walked: 60 or more minutes,B08534_110,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_110,2014,2010,tract
"Taxicab, motorcycle, bicycle, or other means: Total",B08534_111,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_111,2014,2010,tract
"Taxicab, motorcycle, bicycle, or other means: Less than 10 minutes",B08534_112,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_112,2014,2010,tract
"Taxicab, motorcycle, bicycle, or other means: 10 to 14 minutes",B08534_113,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_113,2014,2010,tract
"Taxicab, motorcycle, bicycle, or other means: 15 to 19 minutes",B08534_114,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_114,2014,2010,tract
"Taxicab, motorcycle, bicycle, or other means: 20 to 24 minutes",B08534_115,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_115,2014,2010,tract
"Taxicab, motorcycle, bicycle, or other means: 25 to 29 minutes",B08534_116,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_116,2014,2010,tract
"Taxicab, motorcycle, bicycle, or other means: 30 to 34 minutes",B08534_117,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_117,2014,2010,tract
"Taxicab, motorcycle, bicycle, or other means: 35 to 44 minutes",B08534_118,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_118,2014,2010,tract
"Taxicab, motorcycle, bicycle, or other means: 45 to 59 minutes",B08534_119,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_119,2014,2010,tract
"Taxicab, motorcycle, bicycle, or other means: 60 or more minutes",B08534_120,Means of Transportation to Work by Travel Time to Work for Workplace Geography,,acs/acs5,B08534_120,2014,2010,tract
Total,B08536_001,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_001,2014,2010,tract
"Car, truck, or van: Total",B08536_002,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_002,2014,2010,tract
"Car, truck, or van: Drove alone",B08536_003,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_003,2014,2010,tract
"Car, truck, or van: Carpooled: Total",B08536_004,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_004,2014,2010,tract
"Car, truck, or van: Carpooled: In 2-person carpool",B08536_005,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_005,2014,2010,tract
"Car, truck, or van: Carpooled: In 3-or-more-person carpool",B08536_006,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_006,2014,2010,tract
Public transportation (excluding taxicab): Total,B08536_007,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_007,2014,2010,tract
Walked,B08536_011,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_011,2014,2010,tract
"Taxicab, motorcycle, bicycle, or other means",B08536_012,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work for Workplace Geography,,acs/acs5,B08536_012,2014,2010,tract
Total,B08412_001,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_001,2014,2010,tract
Less than 5 minutes,B08412_002,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_002,2014,2010,tract
5 to 9 minutes,B08412_003,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_003,2014,2010,tract
10 to 14 minutes,B08412_004,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_004,2014,2010,tract
15 to 19 minutes,B08412_005,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_005,2014,2010,tract
20 to 24 minutes,B08412_006,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_006,2014,2010,tract
25 to 29 minutes,B08412_007,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_007,2014,2010,tract
30 to 34 minutes,B08412_008,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_008,2014,2010,tract
35 to 39 minutes,B08412_009,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_009,2014,2010,tract
40 to 44 minutes,B08412_010,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_010,2014,2010,tract
45 to 59 minutes,B08412_011,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_011,2014,2010,tract
60 to 89 minutes,B08412_012,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_012,2014,2010,tract
90 or more minutes,B08412_013,Sex of Workers by Travel Time to Work for Workplace Geography,,acs/acs5,B08412_013,2014,2010,tract
