Category,Code,Value,Year,Source,Notes,Geography
Household Income (2021 Inflation Adjusted Dollars),,67933.44558,2014,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Placer County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,54358.55588,2014,acs/acs5,Inflation adjustments used R-CPI-U-RS values,El Dorado County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,64309.33142,2014,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Douglas County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,82409.44287,2013,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Washoe County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,68463.91689,2013,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Placer County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,54994.49181,2013,acs/acs5,Inflation adjustments used R-CPI-U-RS values,El Dorado County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,68575.00205,2013,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Douglas County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,81271.09529,2012,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Washoe County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,74050.19679,2012,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Placer County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,56070.65155,2012,acs/acs5,Inflation adjustments used R-CPI-U-RS values,El Dorado County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,75214.45897,2012,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Douglas County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,98479.91286,2011,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Washoe County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,74069.05137,2011,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Placer County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,56852.33337,2011,acs/acs5,Inflation adjustments used R-CPI-U-RS values,El Dorado County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,77048.80232,2011,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Douglas County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,100776.0902,2010,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Washoe County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,74205.8807,2010,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Placer County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,61231.91594,2010,acs/acs5,Inflation adjustments used R-CPI-U-RS values,El Dorado County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,82195.58932,2010,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Douglas County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,109975.9586,2000,dec/sf3,Inflation adjustments used R-CPI-U-RS values,Washoe County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,77012.20757,2000,dec/sf3,Inflation adjustments used R-CPI-U-RS values,Placer County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,64281.67181,2000,dec/sf3,Inflation adjustments used R-CPI-U-RS values,El Dorado County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,84781.52938,2000,dec/sf3,Inflation adjustments used R-CPI-U-RS values,Douglas County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,86370.55343,1990,dec/sf3,Inflation adjustments used R-CPI-U-RS values,Washoe County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,61891.73362,1990,dec/sf3,Inflation adjustments used R-CPI-U-RS values,Placer County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,57684.59702,1990,dec/sf3,Inflation adjustments used R-CPI-U-RS values,El Dorado County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,73284.31174,1990,dec/sf3,Inflation adjustments used R-CPI-U-RS values,Douglas County (Tahoe Basin)
Household Income (2021 Inflation Adjusted Dollars),,79290.56452,2021,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Basin
Household Income (2021 Inflation Adjusted Dollars),,75044.89814,2020,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Basin
Household Income (2021 Inflation Adjusted Dollars),,70582.33234,2019,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Basin
Household Income (2021 Inflation Adjusted Dollars),,67616.76944,2018,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Basin
Household Income (2021 Inflation Adjusted Dollars),,65552.621,2017,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Basin
Household Income (2021 Inflation Adjusted Dollars),,65786.53465,2016,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Basin
Household Income (2021 Inflation Adjusted Dollars),,64726.12549,2015,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Basin
Household Income (2021 Inflation Adjusted Dollars),,62341.24708,2014,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Basin
Household Income (2021 Inflation Adjusted Dollars),,62979.08617,2013,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Basin
Household Income (2021 Inflation Adjusted Dollars),,64576.30702,2012,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Basin
Household Income (2021 Inflation Adjusted Dollars),,65834.65209,2011,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Basin
Household Income (2021 Inflation Adjusted Dollars),,69601.76903,2010,acs/acs5,Inflation adjustments used R-CPI-U-RS values,Basin
Household Income (2021 Inflation Adjusted Dollars),,73268.93534,2000,dec/sf3,Inflation adjustments used R-CPI-U-RS values,Basin
Household Income (2021 Inflation Adjusted Dollars),,62643.2684,1990,dec/sf3,Inflation adjustments used R-CPI-U-RS values,Basin
Total Housing Units: Occupied,B25002_002E,21737,2014,acs/acs5,,Basin
Total Housing Units: Occupied,B25002_002E,21790,2015,acs/acs5,,Basin
Total Housing Units: Occupied,B25002_002E,21145,2016,acs/acs5,,Basin
Total Housing Units: Occupied,B25002_002E,21626,2017,acs/acs5,,Basin
Total Housing Units: Occupied,B25002_002E,21589,2018,acs/acs5,,Basin
Total Housing Units: Occupied,B25002_002E,22108,2019,acs/acs5,,Basin
Total Housing Units: Occupied,B25002_002E,21776,2011,acs/acs5,,Basin
Total Housing Units: Occupied,B25002_002E,21469,2012,acs/acs5,,Basin
Total Housing Units: Vacant,B25002_003E,27235,2013,acs/acs5,,Basin
Total Housing Units: Vacant,B25002_003E,28032,2014,acs/acs5,,Basin
Total Housing Units: Vacant,B25002_003E,28694,2015,acs/acs5,,Basin
Total Housing Units: Vacant,B25002_003E,29746,2016,acs/acs5,,Basin
Total Housing Units: Vacant,B25002_003E,30112,2017,acs/acs5,,Basin
Total Housing Units: Vacant,B25002_003E,29659,2018,acs/acs5,,Basin
Total Housing Units: Vacant,B25002_003E,28807,2019,acs/acs5,,Basin
Total Housing Units: Vacant,B25002_003E,26576,2011,acs/acs5,,Basin
Total Housing Units: Vacant,B25002_003E,26868,2012,acs/acs5,,Basin
Occupied Housing Units: Owner Occupied,B25003_002E,12465,2013,acs/acs5,,Basin
Occupied Housing Units: Owner Occupied,B25003_002E,12406,2014,acs/acs5,,Basin
Occupied Housing Units: Owner Occupied,B25003_002E,12411,2015,acs/acs5,,Basin
Occupied Housing Units: Owner Occupied,B25003_002E,12455,2016,acs/acs5,,Basin
Occupied Housing Units: Owner Occupied,B25003_002E,13007,2017,acs/acs5,,Basin
Occupied Housing Units: Owner Occupied,B25003_002E,13007,2018,acs/acs5,,Basin
Occupied Housing Units: Owner Occupied,B25003_002E,13150,2019,acs/acs5,,Basin
Occupied Housing Units: Owner Occupied,B25003_002E,12336,2011,acs/acs5,,Basin
Occupied Housing Units: Owner Occupied,B25003_002E,12045,2012,acs/acs5,,Basin
Occupied Housing Units: Renter Occupied,B25003_003E,9286,2013,acs/acs5,,Basin
Occupied Housing Units: Renter Occupied,B25003_003E,9331,2014,acs/acs5,,Basin
Occupied Housing Units: Renter Occupied,B25003_003E,9379,2015,acs/acs5,,Basin
Occupied Housing Units: Renter Occupied,B25003_003E,8690,2016,acs/acs5,,Basin
Occupied Housing Units: Renter Occupied,B25003_003E,8619,2017,acs/acs5,,Basin
Occupied Housing Units: Renter Occupied,B25003_003E,8582,2018,acs/acs5,,Basin
Occupied Housing Units: Renter Occupied,B25003_003E,8958,2019,acs/acs5,,Basin
Occupied Housing Units: Renter Occupied,B25003_003E,9440,2011,acs/acs5,,Basin
Occupied Housing Units: Renter Occupied,B25003_003E,9424,2012,acs/acs5,,Basin
